index,T_source,T_sink,COP,P_comp_kW,Q_evap_kW,Q_cond_kW
8826,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8827,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8828,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8829,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8830,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8831,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8832,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8833,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8834,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8835,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8836,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8837,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8838,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8839,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8840,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8841,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8842,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8843,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8844,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8845,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8846,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8847,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8848,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8849,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8850,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8851,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8852,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8853,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8854,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8855,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8856,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8857,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8858,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8859,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8860,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8861,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8862,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8863,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8864,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8865,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8866,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8867,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8868,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8869,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8870,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8871,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8872,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8873,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8874,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8875,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8876,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8877,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8878,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8879,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8880,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8881,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8882,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8883,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8884,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8885,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8886,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8887,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8888,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8889,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8890,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8891,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8892,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8893,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8894,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8895,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8896,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8897,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8898,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8899,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8900,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8901,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8902,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8903,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8904,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8905,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8906,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8907,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8908,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8909,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8910,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8911,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8912,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8913,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8914,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8915,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8916,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8917,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8918,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8919,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8920,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8921,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8922,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8923,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8924,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8925,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8926,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8927,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8928,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8929,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8930,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8931,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8932,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8933,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8934,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8935,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8936,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8937,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8938,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8939,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8940,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8941,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8942,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8943,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8944,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8945,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8946,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8947,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8948,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8949,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8950,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8951,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8952,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8953,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8954,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8955,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8956,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8957,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8958,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8959,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8960,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8961,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8962,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8963,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8964,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8965,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8966,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8967,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8968,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8969,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8970,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8971,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8972,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8973,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8974,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8975,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8976,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8977,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8978,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8979,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8980,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8981,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8982,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8983,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8984,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8985,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8986,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8987,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8988,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8989,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8990,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8991,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8992,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8993,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8994,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8995,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8996,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8997,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8998,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
8999,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9000,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9001,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9002,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9003,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9004,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9005,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9006,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9007,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9008,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9009,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9010,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9011,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9012,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9013,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9014,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9015,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9016,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9017,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9018,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9019,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9020,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9021,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9022,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9023,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9024,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9025,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9026,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9027,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9028,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9029,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9030,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9031,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9032,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9033,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9034,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9035,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9036,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9037,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9038,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9039,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9040,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9041,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9042,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9043,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9044,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9045,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9046,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9047,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9048,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9049,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9050,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9051,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9052,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9053,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9054,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9055,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9056,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9057,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9058,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9059,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9060,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9061,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9062,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9063,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9064,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9065,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9066,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9067,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9068,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9069,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9070,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9071,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9072,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9073,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9074,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9075,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9076,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9077,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9078,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9079,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9080,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9081,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9082,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9083,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9084,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
9085,60.0,90.0,6.7439905829321765,148.2801596032503,851.7198403967499,-1000.0000000000001
